,Ins AIA,,,,Date Paid,Amount,Payee - Select,Payment Note,Date Paid,Date Paid,Amount,,,,
$0.00 ,100%,$88.08 ,129,$88.08 ,UNIT_1_BATH2,WTR,Muck-out/Flood loss cleanup - Heavy,14.2,$88.08 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$9.59 ,130,$9.59 ,UNIT_1_BATH2,WTR,Apply anti-microbial agent to the floor,14.2,$9.59 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$28.87 ,131,$28.87 ,UNIT_1_BATH2,WTR,Apply anti-microbial agent to part of the walls,42.7,$28.87 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$56.92 ,132,$56.92 ,UNIT_1_BATH2,CLN,Clean stud wall,42.7,$56.92 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,"$1,010.53 ",133,"$1,010.53 ",UNIT_1_BATH2,PLM,Bathtub,1,"$1,010.53 ",TUB,11/25/24,25.7.31 | 11:3AM,,Install new tub,
$0.00 ,100%,$37.03 ,134,$37.03 ,UNIT_1_BATH2,CLN,Clean tub,1,$37.03 ,TUB,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$739.62 ,135,$739.62 ,UNIT_1_BATH2,TIL,"1/2"" Cement board",85.3,$674.58 ,BCEM1/2,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$2,751.88 ",136,"$2,751.88 ",UNIT_1_BATH2,TIL,Tile tub surround - 60 to 75 SF - High grade,1,"$2,440.18 ",TUB>+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$367.31 ,137,$367.31 ,UNIT_1_BATH2,PLM,Tub/shower faucet - Detach & reset,1,$367.31 ,TSFAURS,11/25/24,25.7.31 | 11:3AM,,Install 1 ea new faucet,
$0.00 ,100%,$38.78 ,138,$38.78 ,UNIT_1_BATH2,FNH,Soap dish - Wall mounted,1,$35.75 ,SDISH,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$182.61 ,139,$182.61 ,UNIT_1_BATH2,TIL,"Window sill - tile on 2"" x 4"" wall",10,$164.31 ,SIL4,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$308.55 ,140,$308.55 ,UNIT_1_BATH2,TIL,"Ceramic tile - bullnose - 3/4"" x 6""",21,$283.37 ,AVB,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$951.24 ,142,$951.24 ,UNIT_1_MAST2,WTR,Muck-out/Flood loss cleanup - Heavy,153,$951.24 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,Install 1 ea light and 1 ea ceiling fan,
$0.00 ,100%,$103.48 ,143,$103.48 ,UNIT_1_MAST2,WTR,Apply anti-microbial agent to the floor,153,$103.48 ,GRM,11/24/24,25.7.31 | 11:2AM,,Install 1 ea smoke detector,
$0.00 ,100%,"$1,882.62 ",144,"$1,882.62 ",UNIT_1_MAST2,FCV,Vinyl plank flooring - High grade,153,"$1,712.09 ",PLK+,11/24/24,25.7.31 | 11:14AM,,Charge owner $545.88 for ceiling fan tracks from Greenlight,
$0.00 ,100%,$658.82 ,145,$658.82 ,UNIT_1_MAST2,FCW,Add for glued down vinyl flooring application over concrete,153,$658.82 ,GADDC,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$202.41 ,146,$202.41 ,UNIT_1_MAST2,WTR,Apply anti-microbial agent to part of the walls,299.3,$202.41 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$399.22 ,147,$399.22 ,UNIT_1_MAST2,CLN,Clean stud wall,299.3,$399.22 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$489.38 ,148,$489.38 ,UNIT_1_MAST2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",74.8,$489.38 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,"$1,648.30 ",149,"$1,648.30 ",UNIT_1_MAST2,DRY,"1/2"" - drywall per LF - up to 4' tall",74.8,"$1,442.26 ",LF>,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$528.06 ,150,$528.06 ,UNIT_1_MAST2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,374.2,$453.25 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$68.32 ,151,$68.32 ,UNIT_1_MAST2,PNT,Scrape part of the walls & prep for paint,74.8,$68.32 ,SCRP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$761.55 ,152,$761.55 ,UNIT_1_MAST2,DRY,Texture drywall - heavy hand texture,374.2,$666.36 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$813.15 ,153,$813.15 ,UNIT_1_MAST2,PNT,Paint the walls - one coat,598.7,$697.95 ,P,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$111.88 ,154,$111.88 ,UNIT_1_MAST2,WTR,Tear out baseboard- up to Cat 3,74.8,$111.88 ,BASEB,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$563.94 ,155,$563.94 ,UNIT_1_MAST2,FNC,"Baseboard - 3 1/4"" hardwood",74.8,$502.84 ,B3H,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$157.36 ,156,$157.36 ,UNIT_1_MAST2,PNT,Paint baseboard - two coats,74.8,$135.07 ,B2,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$470.41 ,157,$470.41 ,UNIT_1_MAST2,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$111.59 ,158,$111.59 ,UNIT_1_MAST2,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$92.83 ,159,$92.83 ,UNIT_1_MAST2,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$78.48 ,160,$78.48 ,UNIT_1_MAST2,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,25.7.31 | 11:14AM,,,
"$3,054.34 ",ACV,$763.59 ,161,"$3,817.93 ",UNIT_1_MAST2,WDP,8-0 6-8 fiberglass sliding patio door,1,"$3,350.38 ",8F,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$496.11 ,"3,306",$496.11 ,UNIT_1_MAST2,FNC,"Trim board - 1"" x 4"" - installed (pine)",80,$448.30 ,1X4,1/13/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,$636.15 ,"3,307",$636.15 ,UNIT_1_MAST2,MPR,Caulking - acrylic,160,$556.63 ,CLKA,1/13/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,$191.08 ,"3,308",$191.08 ,UNIT_1_MAST2,PNT,Seal (1 coat) & paint (1 coat) trim,80,$164.01 ,TRIM,1/13/25,25.7.31 | 11:5AM,,,
$0.00 ,100%,$458.17 ,"3,951",$458.17 ,UNIT_1_MAST2,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$313.20 ,"3,952",$313.20 ,UNIT_1_MAST2,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$149.18 ,164,$149.18 ,UNIT_1_MAST,WTR,Muck-out/Flood loss cleanup - Heavy,24,$149.18 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$16.22 ,165,$16.22 ,UNIT_1_MAST,WTR,Apply anti-microbial agent to the floor,24,$16.22 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$295.26 ,166,$295.26 ,UNIT_1_MAST,FCV,Vinyl plank flooring - High grade,24,$268.52 ,PLK+,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$103.32 ,167,$103.32 ,UNIT_1_MAST,FCW,Add for glued down vinyl flooring application over concrete,24,$103.32 ,GADDC,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$53.29 ,168,$53.29 ,UNIT_1_MAST,WTR,Apply anti-microbial agent to part of the walls,78.8,$53.29 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$105.11 ,169,$105.11 ,UNIT_1_MAST,CLN,Clean stud wall,78.8,$105.11 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$128.85 ,170,$128.85 ,UNIT_1_MAST,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",19.7,$128.85 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$433.95 ,171,$433.95 ,UNIT_1_MAST,DRY,"1/2"" - drywall per LF - up to 4' tall",19.7,$379.71 ,LF>,11/24/24,25.7.31 | 11:3AM,,,Add 1 ea. sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$139.05 ,172,$139.05 ,UNIT_1_MAST,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,98.5,$119.35 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$17.98 ,173,$17.98 ,UNIT_1_MAST,PNT,Scrape part of the walls & prep for paint,19.7,$17.98 ,SCRP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$200.52 ,174,$200.52 ,UNIT_1_MAST,DRY,Texture drywall - heavy hand texture,98.5,$175.45 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$214.09 ,175,$214.09 ,UNIT_1_MAST,PNT,Paint the walls - one coat,157.6,$183.76 ,P,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$19.44 ,176,$19.44 ,UNIT_1_MAST,WTR,Tear out baseboard- up to Cat 3,13,$19.44 ,BASEB,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$73.41 ,177,$73.41 ,UNIT_1_MAST,FNC,"Baseboard - 3 1/4""",13,$65.45 ,B3,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$27.34 ,178,$27.34 ,UNIT_1_MAST,PNT,Paint baseboard - two coats,13,$23.46 ,B2,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$470.41 ,179,$470.41 ,UNIT_1_MAST,DOR,Interior door unit,1,$415.66 ,AV,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$111.59 ,180,$111.59 ,UNIT_1_MAST,PNT,Paint door slab only - 2 coats (per side),2,$95.78 ,DOR,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$92.83 ,181,$92.83 ,UNIT_1_MAST,PNT,Paint door/window trim & jamb - 2 coats (per side),2,$79.68 ,DORT,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$78.48 ,182,$78.48 ,UNIT_1_MAST,FNH,Door knob - interior,1,$71.36 ,DORH,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$162.96 ,183,$162.96 ,UNIT_1_MAST,FNC,Closet shelf and rod package - Detach & reset,10,$162.96 ,CLOSRS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$150.34 ,184,$150.34 ,UNIT_1_MAST,PNT,Seal & paint closet shelving - single shelf,2,$129.04 ,CLOS,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$431.09 ,185,$431.09 ,UNIT_1_MAST,PLM,Toilet,1,$431.09 ,TLT,11/25/24,25.7.31 | 11:3AM,,Install new toilet,
$0.00 ,100%,$38.27 ,186,$38.27 ,UNIT_1_MAST,CLN,Clean toilet,1,$38.27 ,TLT,11/25/24,25.7.31 | 11:3AM,,Install new vent fan,
$0.00 ,100%,"$2,624.31 ",187,"$2,624.31 ",UNIT_1_MAST,CAB,Vanity - High grade,6,"$2,348.42 ",VAN+,11/25/24,25.7.31 | 11:14AM,RO Owner completed. Material and install only,,
$0.00 ,100%,"$1,122.94 ",188,"$1,122.94 ",UNIT_1_MAST,CAB,Countertop - solid surface,12,"$1,010.96 ",CTSS,11/25/24,25.7.31 | 11:14AM,RO Owner completed. Material and install only,,
$0.00 ,100%,$309.60 ,189,$309.60 ,UNIT_1_MAST,TBA,Bathroom mirror - Detach & reset,24,$309.60 ,MIRRS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$530.41 ,190,$530.41 ,UNIT_1_MAST,PLM,Sink - single,2,$530.41 ,SNK,11/25/24,25.7.31 | 11:3AM,,Install new sink facuet,
$0.00 ,100%,$239.35 ,191,$239.35 ,UNIT_1_MAST,PLM,P-trap assembly - ABS (plastic),2,$216.23 ,PTRAP,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$217.95 ,192,$217.95 ,UNIT_1_MAST,PLM,Angle stop valve,3,$197.14 ,STOP,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$86.77 ,193,$86.77 ,UNIT_1_MAST,PLM,Water supply line,2,$77.88 ,SL1,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$29.39 ,194,$29.39 ,UNIT_1_MAST,PLM,Wax Ring,1,$26.92 ,TLTFL,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$23.38 ,195,$23.38 ,UNIT_1_MAST,FNH,Towel bar,1,$23.38 ,TBAR,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$43.03 ,196,$43.03 ,UNIT_1_MAST,FNH,Toilet paper holder,1,$39.31 ,TP,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$52.09 ,199,$52.09 ,UNIT_1__SHO,WTR,Muck-out/Flood loss cleanup - Heavy,8.4,$52.09 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$5.66 ,200,$5.66 ,UNIT_1__SHO,WTR,Apply anti-microbial agent to the floor,8.4,$5.66 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$162.81 ,201,$162.81 ,UNIT_1__SHO,FCT,Tile floor covering,8.4,$149.10 ,AV,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$112.17 ,202,$112.17 ,UNIT_1__SHO,TIL,Mortar bed for tile,8.4,$102.63 ,BMUD,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$260.33 ,203,$260.33 ,UNIT_1__SHO,PLM,Shower pan,1,$232.13 ,SWRPAN,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$34.17 ,204,$34.17 ,UNIT_1__SHO,WTR,Apply anti-microbial agent to part of the walls,50.5,$34.17 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$67.39 ,205,$67.39 ,UNIT_1__SHO,CLN,Clean stud wall,50.5,$67.39 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$875.77 ,206,$875.77 ,UNIT_1__SHO,TIL,"1/2"" Cement board",101,$798.76 ,BCEM1/2,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$4,540.32 ",207,"$4,540.32 ",UNIT_1__SHO,TIL,Tile shower - 101 to 120 SF - High grade,1,"$4,022.08 ",SWR>+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$137.74 ,208,$137.74 ,UNIT_1__SHO,PLM,Shower faucet,1,$137.74 ,SWFAU,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,"$1,504.35 ",209,"$1,504.35 ",UNIT_1__SHO,MSD,Shower door,2,"$1,348.24 ",SDOR,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$63.95 ,"3,315",$63.95 ,UNIT_1__SHO,TIL,Tile - soap dish - High grade,1,$57.96 ,SDISH+,1/13/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,$86.68 ,"3,316",$86.68 ,UNIT_1__SHO,PLM,Shower base (cultured marble),1,$86.68 ,SWRB+,11/2/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$84.82 ,"3,319",$84.82 ,UNIT_1__SHO,PLM,Floor drain - tub/shower - metal/plastic,1,$78.24 ,FLD,1/13/25,25.7.31 | 11:3AM,,,
$0.00 ,100%,$836.88 ,"3,320",$836.88 ,UNIT_1__SHO,TIL,Tile concrete shower curb - per LF,5,$765.13 ,SWRCC,1/13/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,$86.11 ,"3,321",$86.11 ,UNIT_1__SHO,TIL,"Ceramic tile - bullnose - 3/4"" x 6"" - High grade",5,$78.76 ,AVB+,1/13/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,$274.98 ,"3,322",$274.98 ,UNIT_1__SHO,TIL,Shower drain - for use with waterproof membrane,1,$252.16 ,SWRPMD,1/15/25,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$1,979.00 ",212,"$1,979.00 ",UNIT_1_LIVI,WTR,Muck-out/Flood loss cleanup - Heavy,318.4,"$1,979.00 ",MUCK+,6/19/25,25.7.31 | 11:2AM,,Install 1 ea ceiling fan,
$0.00 ,100%,$215.28 ,213,$215.28 ,UNIT_1_LIVI,WTR,Apply anti-microbial agent to the floor,318.4,$215.28 ,GRM,11/24/24,25.7.31 | 11:2AM,,Install 1 ea smoke detector,
$0.00 ,100%,"$3,916.64 ",214,"$3,916.64 ",UNIT_1_LIVI,FCV,Vinyl plank flooring - High grade,318.4,"$3,561.87 ",PLK+,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$1,370.66 ",215,"$1,370.66 ",UNIT_1_LIVI,FCW,Add for glued down vinyl flooring application over concrete,318.4,"$1,370.66 ",GADDC,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$161.72 ,216,$161.72 ,UNIT_1_LIVI,WTR,Apply anti-microbial agent to part of the walls,239.2,$161.72 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$318.97 ,217,$318.97 ,UNIT_1_LIVI,CLN,Clean stud wall,239.2,$318.97 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$384.74 ,218,$384.74 ,UNIT_1_LIVI,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",58.8,$384.74 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,"$1,295.86 ",219,"$1,295.86 ",UNIT_1_LIVI,DRY,"1/2"" - drywall per LF - up to 4' tall",58.8,"$1,133.88 ",LF>,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$421.92 ,220,$421.92 ,UNIT_1_LIVI,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,299,$362.15 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$54.56 ,221,$54.56 ,UNIT_1_LIVI,PNT,Scrape part of the walls & prep for paint,59.8,$54.56 ,SCRP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$608.48 ,222,$608.48 ,UNIT_1_LIVI,DRY,Texture drywall - heavy hand texture,299,$532.42 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$649.70 ,223,$649.70 ,UNIT_1_LIVI,PNT,Paint the walls - one coat,478.3,$557.66 ,P,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$87.99 ,224,$87.99 ,UNIT_1_LIVI,WTR,Tear out baseboard- up to Cat 3,58.8,$87.99 ,BASEB,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$443.34 ,225,$443.34 ,UNIT_1_LIVI,FNC,"Baseboard - 3 1/4"" hardwood",58.8,$395.31 ,B3H,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$123.72 ,226,$123.72 ,UNIT_1_LIVI,PNT,Paint baseboard - two coats,58.8,$106.19 ,B2,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$153.47 ,227,$153.47 ,UNIT_1_LIVI,FNC,Base shoe,58.8,$138.68 ,SHOE,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$68.48 ,228,$68.48 ,UNIT_1_LIVI,PNT,Seal & paint base shoe or quarter round,58.8,$58.78 ,SHOE,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$469.96 ,229,$469.96 ,UNIT_1_LIVI,DOR,Bifold door set - Colonist - Double,1,$414.46 ,BF,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$374.61 ,230,$374.61 ,UNIT_1_LIVI,FNC,"Door opening (jamb & casing) - 36""to60""wide - stain grade",1,$335.20 ,DOP>+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$151.31 ,231,$151.31 ,UNIT_1_LIVI,PNT,Paint bifold door set - slab only - 2 coats (per side),2,$129.88 ,BF,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$109.23 ,232,$109.23 ,UNIT_1_LIVI,PNT,Paint door/window trim & jamb - Large - 2 coats (per side),2,$93.76 ,DORT>,11/25/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$97.78 ,233,$97.78 ,UNIT_1_LIVI,FNC,Closet shelf and rod package - Detach & reset,6,$97.78 ,CLOSRS,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$75.18 ,234,$75.18 ,UNIT_1_LIVI,PNT,Seal & paint closet shelving - single shelf,1,$64.54 ,CLOS,11/25/24,25.7.31 | 11:5AM,,,
"$3,054.34 ",ACV,$763.59 ,235,"$3,817.93 ",UNIT_1_LIVI,WDP,8-0 6-8 fiberglass sliding patio door,1,"$3,350.38 ",8F,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$421.44 ,236,$421.44 ,UNIT_1_LIVI,WDT,"Window blind - aluminum - 1"" - 42.1 to 56 SF - High grade",1,$371.07 ,BLA1X>+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$458.17 ,"3,953",$458.17 ,UNIT_1_LIVI,WTR,Dehumidifier (per 24 hr period)- 110-159 ppd - No monitor.,3,$458.17 ,DHM>>,1/13/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$313.20 ,"3,954",$313.20 ,UNIT_1_LIVI,WTR,Air mover (per 24 hour period) - No monitoring,9,$313.20 ,DRY,1/13/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$790.11 ,239,$790.11 ,UNIT_1_KITC2,WTR,Muck-out/Flood loss cleanup - Heavy,127.11,$790.11 ,MUCK+,6/19/25,25.7.31 | 11:2AM,,,
$0.00 ,100%,$85.97 ,240,$85.97 ,UNIT_1_KITC2,WTR,Apply anti-microbial agent to the floor,127.11,$85.97 ,GRM,11/24/24,25.7.31 | 11:2AM,,Install 6 ea lights and 1 ea ceiling fan,
$0.00 ,100%,"$1,563.73 ",241,"$1,563.73 ",UNIT_1_KITC2,FCV,Vinyl plank flooring - High grade,127.11,"$1,422.09 ",PLK+,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$547.26 ,242,$547.26 ,UNIT_1_KITC2,FCW,Add for glued down vinyl flooring application over concrete,127.11,$547.26 ,GADDC,11/24/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$66.75 ,243,$66.75 ,UNIT_1_KITC2,WTR,Apply anti-microbial agent to part of the walls,98.67,$66.75 ,GRM,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$131.58 ,244,$131.58 ,UNIT_1_KITC2,CLN,Clean stud wall,98.67,$131.58 ,STD,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$161.35 ,245,$161.35 ,UNIT_1_KITC2,WTR,"Tear out wet drywall, no bagging, per LF - up to 4' tall",24.67,$161.35 ,DRYN4,11/24/24,25.7.31 | 11:2AM,,,
$0.00 ,100%,$543.41 ,246,$543.41 ,UNIT_1_KITC2,DRY,"1/2"" - drywall per LF - up to 4' tall",24.67,$475.48 ,LF>,11/24/24,25.7.31 | 11:3AM,,,Add 4 ea. sheetrock patches to POL for ceiling with texture and paint due to plumbing and electrial.
$0.00 ,100%,$174.07 ,247,$174.07 ,UNIT_1_KITC2,PNT,Seal/prime (1 coat) then paint (1 coat) part of the walls,123.33,$149.41 ,SP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$22.53 ,248,$22.53 ,UNIT_1_KITC2,PNT,Scrape part of the walls & prep for paint,24.67,$22.53 ,SCRP,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,$251.02 ,249,$251.02 ,UNIT_1_KITC2,DRY,Texture drywall - heavy hand texture,123.33,$219.64 ,TEX+,11/24/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$268.04 ,250,$268.04 ,UNIT_1_KITC2,PNT,Paint the walls - one coat,197.33,$230.07 ,P,11/24/24,25.7.31 | 11:5AM,,,
$0.00 ,100%,"$19,804.82 ",251,"$19,804.82 ",UNIT_1_KITC2,CAB,Cabinetry - lower (base) units - Premium grade,30,"$17,701.37 ",LOW++,11/25/24,25.7.31 | 11:14AM,RO Owner completed. Material and install only,,
$0.00 ,100%,"$6,965.91 ",252,"$6,965.91 ",UNIT_1_KITC2,CAB,Countertop - Granite or Marble,68,"$6,279.87 ",CTGM,11/25/24,25.7.31 | 11:14AM,RO Owner completed. Material and install only,,
$0.00 ,100%,"$1,002.03 ",253,"$1,002.03 ",UNIT_1_KITC2,CAB,Cabinetry - appliance surround- Premium Grade,1,$912.81 ,AG++,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$996.86 ,254,$996.86 ,UNIT_1_KITC2,TIL,Ceramic/porcelain tile,46,$906.09 ,AV,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$469.87 ,255,$469.87 ,UNIT_1_KITC2,TIL,"1/2"" foam backer board - wall - sealed with thinset",46,$427.11 ,BFB1/2T,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$853.40 ,256,$853.40 ,UNIT_1_KITC2,TIL,Add-on for tile backsplash installation,46,$853.40 ,CTTLB,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$265.22 ,257,$265.22 ,UNIT_1_KITC2,PLM,Kitchen Sink - single basin,1,$265.22 ,SNKKS,12/15/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$239.35 ,258,$239.35 ,UNIT_1_KITC2,PLM,P-trap assembly - ABS (plastic),2,$216.23 ,PTRAP,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$86.77 ,259,$86.77 ,UNIT_1_KITC2,PLM,Water supply line,2,$77.88 ,SL1,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,$290.61 ,260,$290.61 ,UNIT_1_KITC2,PLM,Angle stop valve,4,$262.87 ,STOP,11/25/24,25.7.31 | 11:3AM,,,
$0.00 ,100%,"$1,365.29 ",261,"$1,365.29 ",UNIT_1_KITC2,APP,Dishwasher - High grade,1,"$1,244.38 ",DW+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$2,454.85 ",262,"$2,454.85 ",UNIT_1_KITC2,APP,Range - slide in - electric - High grade,1,"$2,233.00 ",RGS+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,"$2,952.10 ",263,"$2,952.10 ",UNIT_1_KITC2,APP,Refrigerator - side by side - 25 to 30 cf - High grade,1,"$2,687.42 ",RFS24+,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$433.64 ,264,$433.64 ,UNIT_1_KITC2,APP,Garbage disposal / disposer,1,$397.85 ,GD,11/25/24,25.7.31 | 11:14AM,,,
$0.00 ,100%,$375.32 ,"3,325",$375.32 ,UNIT_1_KITC2,CAB,Add on for undermount sink cutout & polish - double basin,1,$334.66 ,CTGMSD,1/13/25,25.7.31 | 11:14AM,,,
