#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Coverage,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
160,,,Refrigerator - top freezer - 18 to 22 cf,0,Average,1,739,0,739,,71.65,810.65,14,Percent,0,Yes,810.65,Yes,No,APM,RF18,PAULGAGN,,11/2/20
161,,,Refrigerator - top freezer - 18 to 22 cf - Standard grade,0,Average,1,599,0,599,,58.07,657.07,14,Percent,0,Yes,657.07,Yes,No,APM,RF18-,PAULGAGN,,11/2/20
162,,,Refrigerator - top freezer - 18 to 22 cf - High grade,0,Average,1,843.42,0,843.42,,81.77,925.19,14,Percent,0,Yes,925.19,Yes,No,APM,RF18+,PAULGAGN,,11/2/20
163,,,Refrigerator - top freezer - 18 to 22 cf - Premium grade,0,Average,1,"1,112.28",0,"1,112.28",,107.84,1220.12,14,Percent,0,Yes,"1,220.12",Yes,No,APM,RF18++,PAULGAGN,,11/2/20
164,,,Refrigerator - top freezer - 22 to 24 cf,0,Average,1,850,0,850,,82.41,932.41,14,Percent,0,Yes,932.41,Yes,No,APM,RF22,PAULGAGN,,11/2/20
165,,,Refrigerator - top freezer - 22 to 24 cf - Standard grade,0,Average,1,760,0,760,,73.68,833.68,14,Percent,0,Yes,833.68,Yes,No,APM,RF22-,PAULGAGN,,11/2/20
166,,,Refrigerator - top freezer - 22 to 24 cf - High grd,0,Average,1,975,0,975,,94.53,1069.53,14,Percent,0,Yes,"1,069.53",Yes,No,APM,RF22+,PAULGAGN,,11/2/20
167,,,Refrigerator - top freezer - 22 to 24 cf - Premium grade,0,Average,1,"1,100.00",0,"1,100.00",,106.65,1206.65,14,Percent,0,Yes,"1,206.65",Yes,No,APM,RF22++,PAULGAGN,,11/2/20
168,,,Refrigerator - top freezer - 24 to 26 cf,0,Average,1,"1,099.00",0,"1,099.00",,106.55,1205.55,14,Percent,0,Yes,"1,205.55",Yes,No,APM,RF25,PAULGAGN,,11/2/20
169,,,Refrigerator - top freezer - 24 to 26 cf - Standard grade,0,Average,1,889,0,889,,86.19,975.19,14,Percent,0,Yes,975.19,Yes,No,APM,RF25-,PAULGAGN,,11/2/20
170,,,Refrigerator - top freezer - 24 to 26 cf - High grade,0,Average,1,"1,384.00",0,"1,384.00",,134.18,1518.18,14,Percent,0,Yes,"1,518.18",Yes,No,APM,RF25+,PAULGAGN,,11/2/20
171,,,Refrigerator - top freezer - 24 to 26 cf - Premium grade,0,Average,1,"1,904.00",0,"1,904.00",,184.59,2088.59,14,Percent,0,Yes,"2,088.59",Yes,No,APM,RF25++,PAULGAGN,,11/2/20
172,,,Refrigerator - top freezer - 24 to 26 cf - Deluxe grade,0,Average,1,"1,989.98",0,"1,989.98",,192.93,2182.91,14,Percent,0,Yes,"2,182.91",Yes,No,APM,RF25+++,PAULGAGN,,11/2/20
173,,,Refrigerator - bottom freezer - 18 to 22 cf,0,Average,1,"1,350.00",0,"1,350.00",,130.88,1480.88,14,Percent,0,Yes,"1,480.88",Yes,No,APM,RFB18,PAULGAGN,,11/2/20
174,,,Refrigerator - bottom freezer - 18 to 22 cf - Standard grd,0,Average,1,989,0,989,,95.88,1084.88,14,Percent,0,Yes,"1,084.88",Yes,No,APM,RFB18-,PAULGAGN,,11/2/20
175,,,Refrigerator - bottom freezer - 18 to 22 cf - High grade,0,Average,1,"1,850.00",0,"1,850.00",,179.36,2029.36,14,Percent,0,Yes,"2,029.36",Yes,No,APM,RFB18+,PAULGAGN,,11/2/20
176,,,Refrigerator - bottom freezer - 18 to 22 cf - Premium grd,0,Average,1,"2,600.00",0,"2,600.00",,252.07,2852.07,14,Percent,0,Yes,"2,852.07",Yes,No,APM,RFB18++,PAULGAGN,,11/2/20
177,,,Refrigerator - bottom freezer - 22 to 25 cf,0,Average,1,"1,950.00",0,"1,950.00",,189.05,2139.05,14,Percent,0,Yes,"2,139.05",Yes,No,APM,RFB22,PAULGAGN,,11/2/20
178,,,Refrigerator - bottom freezer - 22 to 25 cf - Standard grd,0,Average,1,"1,200.00",0,"1,200.00",,116.34,1316.34,14,Percent,0,Yes,"1,316.34",Yes,No,APM,RFB22-,PAULGAGN,,11/2/20
179,,,Refrigerator - bottom freezer - 22 to 25 cf - High grade,0,Average,1,"2,500.00",0,"2,500.00",,242.38,2742.38,14,Percent,0,Yes,"2,742.38",Yes,No,APM,RFB22+,PAULGAGN,,11/2/20
180,,,Refrigerator - bottom freezer - 22 to 25 cf - Premium grd,0,Average,1,"2,900.00",0,"2,900.00",,281.16,3181.16,14,Percent,0,Yes,"3,181.16",Yes,No,APM,RFB22++,PAULGAGN,,11/2/20
181,,,Refrigerator - bottom freezer - 25 to 30 cf,0,Average,1,"1,972.00",0,"1,972.00",,191.19,2163.19,14,Percent,0,Yes,"2,163.19",Yes,No,APM,RFB25,PAULGAGN,,11/2/20
182,,,Refrigerator - bottom freezer - 25 to 30 cf - Standard grd,0,Average,1,"1,523.00",0,"1,523.00",,147.65,1670.65,14,Percent,0,Yes,"1,670.65",Yes,No,APM,RFB25-,PAULGAGN,,11/2/20
183,,,Refrigerator - bottom freezer - 25 to 30 cf - High grade,0,Average,1,"2,499.00",0,"2,499.00",,242.28,2741.28,14,Percent,0,Yes,"2,741.28",Yes,No,APM,RFB25+,PAULGAGN,,11/2/20
184,,,Refrigerator - bottom freezer - 25 to 30 cf - Premium grd,0,Average,1,"3,100.00",0,"3,100.00",,300.55,3400.55,14,Percent,0,Yes,"3,400.55",Yes,No,APM,RFB25++,PAULGAGN,,11/2/20
185,,,Refrigerator - compact (undercounter),0,Average,1,300,0,300,,29.09,329.09,14,Percent,0,Yes,329.09,Yes,No,APM,RFMI,PAULGAGN,,11/2/20
186,,,Refrigerator - compact (undercounter) - Standard grade,0,Average,1,111.56,0,111.56,,10.82,122.38,14,Percent,0,Yes,122.38,Yes,No,APM,RFMI-,PAULGAGN,,11/2/20
187,,,Refrigerator - compact (undercounter) - High grade,0,Average,1,750,0,750,,72.71,822.71,14,Percent,0,Yes,822.71,Yes,No,APM,RFMI+,PAULGAGN,,11/2/20
188,,,Refrigerator - compact (undercounter) - Premium grade,0,Average,1,"1,200.00",0,"1,200.00",,116.34,1316.34,14,Percent,0,Yes,"1,316.34",Yes,No,APM,RFMI++,PAULGAGN,,11/2/20
189,,,Refrigerator - side by side - 16 to 22 cf,0,Average,1,"1,309.99",0,"1,309.99",,127,1436.99,14,Percent,0,Yes,"1,436.99",Yes,No,APM,RFS18,PAULGAGN,,11/2/20
190,,,Refrigerator - side by side - 16 to 22 cf - Standard grade,0,Average,1,938,0,938,,90.94,1028.94,14,Percent,0,Yes,"1,028.94",Yes,No,APM,RFS18-,PAULGAGN,,11/2/20
191,,,Refrigerator - side by side - 16 to 22 cf - High grade,0,Average,1,"1,850.00",0,"1,850.00",,179.36,2029.36,14,Percent,0,Yes,"2,029.36",Yes,No,APM,RFS18+,PAULGAGN,,11/2/20
192,,,Refrigerator - side by side - 16 to 22 cf - Premium grade,0,Average,1,"2,700.00",0,"2,700.00",,261.77,2961.77,14,Percent,0,Yes,"2,961.77",Yes,No,APM,RFS18++,PAULGAGN,,11/2/20
193,,,Refrigerator - side by side - 22 to 25 cf,0,Average,1,"1,457.59",0,"1,457.59",,141.31,1598.9,14,Percent,0,Yes,"1,598.90",Yes,No,APM,RFS22,PAULGAGN,,11/2/20
194,,,Refrigerator - side by side - 22 to 25 cf - Standard grade,0,Average,1,"1,049.00",0,"1,049.00",,101.7,1150.7,14,Percent,0,Yes,"1,150.70",Yes,No,APM,RFS22-,PAULGAGN,,11/2/20
195,,,Refrigerator - side by side - 22 to 25 cf - High grade,0,Average,1,"1,923.68",0,"1,923.68",,186.5,2110.18,14,Percent,0,Yes,"2,110.18",Yes,No,APM,RFS22+,PAULGAGN,,11/2/20
196,,,Refrigerator - side by side - 22 to 25 cf - Premium grade,0,Average,1,"2,899.99",0,"2,899.99",,281.15,3181.14,14,Percent,0,Yes,"3,181.14",Yes,No,APM,RFS22++,PAULGAGN,,11/2/20
197,,,Refrigerator - side by side - 25 to 30 cf,0,Average,1,"1,300.00",0,"1,300.00",,126.04,1426.04,14,Percent,0,Yes,"1,426.04",Yes,No,APM,RFS24,PAULGAGN,,11/2/20
198,,,Refrigerator - side by side - 25 to 30 cf - Standard grade,0,Average,1,950,0,950,,92.1,1042.1,14,Percent,0,Yes,"1,042.10",Yes,No,APM,RFS24-,PAULGAGN,,11/2/20
199,,,Refrigerator - side by side - 25 to 30 cf - High grade,0,Average,1,"1,900.00",0,"1,900.00",,184.21,2084.21,14,Percent,0,Yes,"2,084.21",Yes,No,APM,RFS24+,PAULGAGN,,11/2/20
200,,,Refrigerator - side by side - 25 to 30 cf - Premium grade,0,Average,1,"2,500.00",0,"2,500.00",,242.38,2742.38,14,Percent,0,Yes,"2,742.38",Yes,No,APM,RFS24++,PAULGAGN,,11/2/20
201,,,Range - freestanding - electric,0,Average,1,600,0,600,,58.17,658.17,13,Percent,0,Yes,658.17,Yes,No,APM,RG,PAULGAGN,,11/2/20
202,,,Range - freestanding - electric - Standard grade,0,Average,1,460,0,460,,44.6,504.6,13,Percent,0,Yes,504.6,Yes,No,APM,RG-,PAULGAGN,,11/2/20
203,,,Range - freestanding - electric - High grade,0,Average,1,900,0,900,,87.26,987.26,13,Percent,0,Yes,987.26,Yes,No,APM,RG+,PAULGAGN,,11/2/20
204,,,Range - freestanding - electric - Premium grade,0,Average,1,"1,200.00",0,"1,200.00",,116.34,1316.34,13,Percent,0,Yes,"1,316.34",Yes,No,APM,RG++,PAULGAGN,,11/2/20
205,,,Range - freestanding - electric - Deluxe grade,0,Average,1,"2,500.00",0,"2,500.00",,242.38,2742.38,13,Percent,0,Yes,"2,742.38",Yes,No,APM,RG+++,PAULGAGN,,11/2/20
206,,,Range - Built-in/Commercial,0,Average,1,"8,000.00",0,"8,000.00",,775.6,8775.6,14,Percent,0,Yes,"8,775.60",Yes,No,APM,RGBI,PAULGAGN,,11/2/20
207,,,Range - freestanding - double oven - dual,0,Average,1,"4,700.00",0,"4,700.00",,455.67,5155.67,14,Percent,0,Yes,"5,155.67",Yes,No,APM,RGDL,PAULGAGN,,11/2/20
208,,,Range - freestanding - double oven - dual - Standard grade,0,Average,1,"3,000.00",0,"3,000.00",,290.85,3290.85,14,Percent,0,Yes,"3,290.85",Yes,No,APM,RGDL-,PAULGAGN,,11/2/20
209,,,Range - freestanding - double oven - dual - High grade,0,Average,1,"6,400.00",0,"6,400.00",,620.48,7020.48,14,Percent,0,Yes,"7,020.48",Yes,No,APM,RGDL+,PAULGAGN,,11/2/20
210,,,Range - freestanding - double oven - dual - Premium grade,0,Average,1,"7,800.00",0,"7,800.00",,756.21,8556.21,14,Percent,0,Yes,"8,556.21",Yes,No,APM,RGDL++,PAULGAGN,,11/2/20
211,,,"Range - freestanding - double oven - dual - 48""",0,Average,1,"12,762.00",0,"12,762.00",,"1,237.28",13999.28,15,Percent,0,Yes,"13,999.28",Yes,No,APM,RGDL4,PAULGAGN,,11/2/20
212,,,"Range - freestanding - double oven - dual - 48"" - Std grd",0,Average,1,"9,130.00",0,"9,130.00",,885.15,10015.15,15,Percent,0,Yes,"10,015.15",Yes,No,APM,RGDL4-,PAULGAGN,,11/2/20
213,,,"Range - freestanding - double oven - dual - 48"" - Hi grade",0,Average,1,"15,613.00",0,"15,613.00",,"1,513.68",17126.68,15,Percent,0,Yes,"17,126.68",Yes,No,APM,RGDL4+,PAULGAGN,,11/2/20
214,,,"Range - freestanding - double oven - dual - 60""",0,Average,1,"14,875.00",0,"14,875.00",,"1,442.13",16317.13,15,Percent,0,Yes,"16,317.13",Yes,No,APM,RGDL6,PAULGAGN,,11/2/20
215,,,"Range - freestanding - double oven - dual - 60"" - Std grd",0,Average,1,"11,998.00",0,"11,998.00",,"1,163.21",13161.21,15,Percent,0,Yes,"13,161.21",Yes,No,APM,RGDL6-,PAULGAGN,,11/2/20
216,,,"Range - freestanding - double oven - dual - 60"" - Hi grade",0,Average,1,"18,749.00",0,"18,749.00",,"1,817.72",20566.72,15,Percent,0,Yes,"20,566.72",Yes,No,APM,RGDL6+,PAULGAGN,,11/2/20
217,,,Range - freestanding - double oven - electric,0,Average,1,"1,400.00",0,"1,400.00",,135.73,1535.73,13,Percent,0,Yes,"1,535.73",Yes,No,APM,RGDO,PAULGAGN,,11/2/20
218,,,Range - freestanding - double oven - electric - Std grade,0,Average,1,"1,000.00",0,"1,000.00",,96.95,1096.95,13,Percent,0,Yes,"1,096.95",Yes,No,APM,RGDO-,PAULGAGN,,11/2/20
219,,,Range - freestanding - double oven - electric - High grade,0,Average,1,"1,825.00",0,"1,825.00",,176.93,2001.93,13,Percent,0,Yes,"2,001.93",Yes,No,APM,RGDO+,PAULGAGN,,11/2/20
220,,,Range - freestanding - double oven - electric - Prem grade,0,Average,1,"2,400.00",0,"2,400.00",,232.68,2632.68,13,Percent,0,Yes,"2,632.68",Yes,No,APM,RGDO++,PAULGAGN,,11/2/20
221,,,Range - freestanding - double oven - gas,0,Average,1,"1,750.00",0,"1,750.00",,169.66,1919.66,15,Percent,0,Yes,"1,919.66",Yes,No,APM,RGDOG,PAULGAGN,,11/2/20
222,,,Range - freestanding - double oven - gas - Standard grade,0,Average,1,"1,298.00",0,"1,298.00",,125.84,1423.84,15,Percent,0,Yes,"1,423.84",Yes,No,APM,RGDOG-,PAULGAGN,,11/2/20
223,,,Range - freestanding - double oven - gas - High grade,0,Average,1,"2,450.00",0,"2,450.00",,237.53,2687.53,15,Percent,0,Yes,"2,687.53",Yes,No,APM,RGDOG+,PAULGAGN,,11/2/20
224,,,"Range - freestanding - double oven - gas - 48""",0,Average,1,"9,900.00",0,"9,900.00",,959.81,10859.81,15,Percent,0,Yes,"10,859.81",Yes,No,APM,RGDOG4,PAULGAGN,,11/2/20
225,,,"Range - freestanding - double oven - gas - 48"" - Std grade",0,Average,1,"6,950.00",0,"6,950.00",,673.8,7623.8,15,Percent,0,Yes,"7,623.80",Yes,No,APM,RGDOG4-,PAULGAGN,,11/2/20
226,,,"Range - freestanding - double oven - gas - 48"" - Hi grade",0,Average,1,"12,500.00",0,"12,500.00",,"1,211.88",13711.88,15,Percent,0,Yes,"13,711.88",Yes,No,APM,RGDOG4+,PAULGAGN,,11/2/20
227,,,"Range - freestanding - double oven - gas - 60""",0,Average,1,"14,250.00",0,"14,250.00",,"1,381.54",15631.54,15,Percent,0,Yes,"15,631.54",Yes,No,APM,RGDOG6,PAULGAGN,,11/2/20
228,,,"Range - freestanding - double oven - gas - 60"" - Std grade",0,Average,1,"11,775.00",0,"11,775.00",,"1,141.59",12916.59,15,Percent,0,Yes,"12,916.59",Yes,No,APM,RGDOG6-,PAULGAGN,,11/2/20
229,,,"Range - freestanding - double oven - gas - 60"" - Hi grade",0,Average,1,"17,349.00",0,"17,349.00",,"1,681.99",19030.99,15,Percent,0,Yes,"19,030.99",Yes,No,APM,RGDOG6+,PAULGAGN,,11/2/20
230,,,Range - freestanding - gas,0,Average,1,750,0,750,,72.71,822.71,15,Percent,0,Yes,822.71,Yes,No,APM,RGG,PAULGAGN,,11/2/20
231,,,Range - freestanding - gas - Standard grade,0,Average,1,520,0,520,,50.41,570.41,15,Percent,0,Yes,570.41,Yes,No,APM,RGG-,PAULGAGN,,11/2/20
232,,,Range - freestanding - gas - High grade,0,Average,1,"1,650.00",0,"1,650.00",,159.97,1809.97,15,Percent,0,Yes,"1,809.97",Yes,No,APM,RGG+,PAULGAGN,,11/2/20
233,,,Range - freestanding - gas - Premium grade,0,Average,1,"3,900.00",0,"3,900.00",,378.11,4278.11,15,Percent,0,Yes,"4,278.11",Yes,No,APM,RGG++,PAULGAGN,,11/2/20
234,,,Range - freestanding - gas - Deluxe grade,0,Average,1,"5,100.00",0,"5,100.00",,494.45,5594.45,15,Percent,0,Yes,"5,594.45",Yes,No,APM,RGG+++,PAULGAGN,,11/2/20
235,,,"Range - freestanding - gas - 36""",0,Average,1,"4,500.00",0,"4,500.00",,436.28,4936.28,15,Percent,0,Yes,"4,936.28",Yes,No,APM,RGG3,PAULGAGN,,11/2/20
236,,,"Range - freestanding - gas - 36""",0,Average,1,"2,800.00",0,"2,800.00",,271.46,3071.46,15,Percent,0,Yes,"3,071.46",Yes,No,APM,RGG3-,PAULGAGN,,11/2/20
237,,,"Range - freestanding - gas - 36"" - High grade",0,Average,1,"6,150.00",0,"6,150.00",,596.24,6746.24,15,Percent,0,Yes,"6,746.24",Yes,No,APM,RGG3+,PAULGAGN,,11/2/20
238,,,"Range - freestanding - gas - 36"" - Premium grade",0,Average,1,"8,100.00",0,"8,100.00",,785.3,8885.3,15,Percent,0,Yes,"8,885.30",Yes,No,APM,RGG3++,PAULGAGN,,11/2/20
239,,,Range - freestanding - dual,0,Average,1,"4,450.00",0,"4,450.00",,431.43,4881.43,14,Percent,0,Yes,"4,881.43",Yes,No,APM,RGL,PAULGAGN,,11/2/20
240,,,Range - freestanding - dual - Standard grade,0,Average,1,"2,400.00",0,"2,400.00",,232.68,2632.68,14,Percent,0,Yes,"2,632.68",Yes,No,APM,RGL-,PAULGAGN,,11/2/20
241,,,Range - freestanding - dual - High grade,0,Average,1,"6,200.00",0,"6,200.00",,601.09,6801.09,14,Percent,0,Yes,"6,801.09",Yes,No,APM,RGL+,PAULGAGN,,11/2/20
242,,,Range - freestanding - dual - Premium grade,0,Average,1,"7,300.00",0,"7,300.00",,707.74,8007.74,14,Percent,0,Yes,"8,007.74",Yes,No,APM,RGL++,PAULGAGN,,11/2/20
243,,,"Range - freestanding - dual - 36""",0,Average,1,"5,665.00",0,"5,665.00",,549.22,6214.22,15,Percent,0,Yes,"6,214.22",Yes,No,APM,RGL3,PAULGAGN,,11/2/20
244,,,"Range - freestanding - dual - 36"" - Standard grade",0,Average,1,"3,140.00",0,"3,140.00",,304.42,3444.42,15,Percent,0,Yes,"3,444.42",Yes,No,APM,RGL3-,PAULGAGN,,11/2/20
245,,,"Range - freestanding - dual - 36"" - High grade",0,Average,1,"8,155.00",0,"8,155.00",,790.63,8945.63,15,Percent,0,Yes,"8,945.63",Yes,No,APM,RGL3+,PAULGAGN,,11/2/20
246,,,"Range - freestanding - dual - 36"" - Premium grade",0,Average,1,"9,850.00",0,"9,850.00",,954.96,10804.96,15,Percent,0,Yes,"10,804.96",Yes,No,APM,RGL3++,PAULGAGN,,11/2/20
247,,,Restore and repair - APM - Enter price,0,Average,1,0,0,0,,0,0,0,Percent,0,Yes,0,Yes,No,APM,RSTR,PAULGAGN,,11/2/20
248,,,Washer / Washing machine - Front-loading,0,Average,1,928,0,928,,89.97,1017.97,10,Percent,0,Yes,"1,017.97",Yes,No,APM,WASF,PAULGAGN,,11/2/20
249,,,Washer / Washing machine - Front-loading - Standard grade,0,Average,1,719,0,719,,69.71,788.71,10,Percent,0,Yes,788.71,Yes,No,APM,WASF-,PAULGAGN,,11/2/20
250,,,Washer / Washing machine - Front-loading - High grade,0,Average,1,"1,199.00",0,"1,199.00",,116.24,1315.24,10,Percent,0,Yes,"1,315.24",Yes,No,APM,WASF+,PAULGAGN,,11/2/20
251,,,Washer / Washing machine - Front-loading - Premium grade,0,Average,1,"1,599.00",0,"1,599.00",,155.02,1754.02,10,Percent,0,Yes,"1,754.02",Yes,No,APM,WASF++,PAULGAGN,,11/2/20
252,,,Washer / Washing machine - Top-loading,0,Average,1,589,0,589,,57.1,646.1,10,Percent,0,Yes,646.1,Yes,No,APM,WAST,PAULGAGN,,11/2/20
253,,,Washer / Washing machine - Top-loading - Standard grade,0,Average,1,386,0,386,,37.42,423.42,10,Percent,0,Yes,423.42,Yes,No,APM,WAST-,PAULGAGN,,11/2/20
254,,,Washer / Washing machine - Top-loading - High grade,0,Average,1,815,0,815,,79.01,894.01,10,Percent,0,Yes,894.01,Yes,No,APM,WAST+,PAULGAGN,,11/2/20
255,,,Washer / Washing machine - Top-loading - Premium grade,0,Average,1,990.66,0,990.66,,96.04,1086.7,10,Percent,0,Yes,"1,086.70",Yes,No,APM,WAST++,PAULGAGN,,11/2/20
256,,,Washer / Washing machine - Top-loading - Deluxe grade,0,Average,1,"1,337.49",0,"1,337.49",,129.67,1467.16,10,Percent,0,Yes,"1,467.16",Yes,No,APM,WAST+++,PAULGAGN,,11/2/20
257,,,Washer / Washing machine & dryer combo - Electric,0,Average,1,"1,500.00",0,"1,500.00",,145.43,1645.43,10,Percent,0,Yes,"1,645.43",Yes,No,APM,WDCE,PAULGAGN,,11/2/20
258,,,Washer / Washing machine & dryer combo - Electric - Std gr,0,Average,1,950,0,950,,92.1,1042.1,10,Percent,0,Yes,"1,042.10",Yes,No,APM,WDCE-,PAULGAGN,,11/2/20
259,,,Washer / Washing machine & dryer combo - Electric - Hi grd,0,Average,1,"2,000.00",0,"2,000.00",,193.9,2193.9,10,Percent,0,Yes,"2,193.90",Yes,No,APM,WDCE+,PAULGAGN,,11/2/20
260,,,Washer / Washing machine & dryer combo - Gas,0,Average,1,"1,800.00",0,"1,800.00",,174.51,1974.51,10,Percent,0,Yes,"1,974.51",Yes,No,APM,WDCG,PAULGAGN,,11/2/20
261,,,Washer / Washing machine & dryer combo - Gas - Std grade,0,Average,1,"1,200.00",0,"1,200.00",,116.34,1316.34,10,Percent,0,Yes,"1,316.34",Yes,No,APM,WDCG-,PAULGAGN,,11/2/20
262,,,Washer / Washing machine & dryer combo - Gas - High grade,0,Average,1,"2,700.00",0,"2,700.00",,261.77,2961.77,10,Percent,0,Yes,"2,961.77",Yes,No,APM,WDCG+,PAULGAGN,,11/2/20
263,,,Washer & dryer pedestal,0,Average,1,230,0,230,,22.3,252.3,10,Percent,0,Yes,252.3,Yes,No,APM,WSDP,PAULGAGN,,11/2/20
264,,,Washer & dryer pedestal - Standard grade,0,Average,1,175,0,175,,16.97,191.97,10,Percent,0,Yes,191.97,Yes,No,APM,WSDP-,PAULGAGN,,11/2/20
265,,,Washer & dryer pedestal - High grade,0,Average,1,325,0,325,,31.51,356.51,10,Percent,0,Yes,356.51,Yes,No,APM,WSDP+,PAULGAGN,,11/2/20
266,,,"Compact Kitchenette - 30"" - Range-Refrigerator-Sink",0,Average,1,"1,409.16",0,"1,409.16",,89.49,1798.37,13,Percent,0,Yes,"1,798.37",Yes,No,APP,CKIT<,PAULGAGN,,11/2/20
268,,,Bottle/can box cooler - Commercial,0,Average,1,"1,552.95",0,"1,552.95",,142.93,2035.04,13,Percent,0,Yes,"2,035.04",Yes,No,APP,BBC,PAULGAGN,,11/2/20
270,,,Appliances (Bid Item),0,Average,1,0,0,0,,0,0,0,Percent,0,Yes,0,Yes,No,APP,BIDITM,PAULGAGN,,11/2/20
271,,,"Compact Kitchenette - 48"" - Range-Refrigerator-Sink",0,Average,1,"2,090.76",0,"2,090.76",,151.52,2690.72,13,Percent,0,Yes,"2,690.72",Yes,No,APP,CKIT,PAULGAGN,,11/2/20
272,,,"Compact Kitchenette - 48"" - Range-Frig.-Sink-Wall Cabinets",0,Average,1,"3,075.97",0,"3,075.97",,234.12,3972.09,13,Percent,0,Yes,"3,972.09",Yes,No,APP,CKIT+,PAULGAGN,,11/2/20
273,,,"Compact Kitchenette - 30"" - Range-Frig.-Sink-Wall Cabinets",0,Average,1,"2,030.46",0,"2,030.46",,139.04,2603.38,13,Percent,0,Yes,"2,603.38",Yes,No,APP,CKIT<+,PAULGAGN,,11/2/20
274,,,"Compact Kitchenette - 60"" - Range-Refrigerator-Sink",0,Average,1,"2,678.17",0,"2,678.17",,204.28,3458.93,13,Percent,0,Yes,"3,458.93",Yes,No,APP,CKIT>,PAULGAGN,,11/2/20
275,,,"Compact Kitchenette - 60"" - Range-Frig.-Sink-Wall Cabinets",0,Average,1,"3,960.32",0,"3,960.32",,313.05,5128.05,13,Percent,0,Yes,"5,128.05",Yes,No,APP,CKIT>+,PAULGAGN,,11/2/20
276,,,Cooktop - electric,0,Average,1,470.93,0,470.93,,33.45,605.26,13,Percent,0,Yes,605.26,Yes,No,APP,CT,PAULGAGN,,11/2/20
278,,,Cooktop - electric - Standard grade,0,Average,1,418.31,0,418.31,,28.35,536,13,Percent,0,Yes,536,Yes,No,APP,CT-,PAULGAGN,,11/2/20
279,,,Cooktop - electric - High grade,0,Average,1,709.99,0,709.99,,56.62,919.93,13,Percent,0,Yes,919.93,Yes,No,APP,CT+,PAULGAGN,,11/2/20
280,,,Cooktop - electric - Premium grade,0,Average,1,940.93,0,940.93,,79.01,1223.92,13,Percent,0,Yes,"1,223.92",Yes,No,APP,CT++,PAULGAGN,,11/2/20
281,,,Cooktop - electric - Deluxe grade,0,Average,1,"1,435.93",0,"1,435.93",,127,1875.51,13,Percent,0,Yes,"1,875.51",Yes,No,APP,CT+++,PAULGAGN,,11/2/20
282,,,Cooktop - gas,0,Average,1,711.19,0,711.19,,54.05,918.3,15,Percent,0,Yes,918.3,Yes,No,APP,CTG,PAULGAGN,,11/2/20
283,,,Cooktop - gas - Standard grade,0,Average,1,501.94,0,501.94,,33.76,642.86,15,Percent,0,Yes,642.86,Yes,No,APP,CTG-,PAULGAGN,,11/2/20
284,,,Cooktop - gas - High grade,0,Average,1,853.42,0,853.42,,67.84,1105.52,15,Percent,0,Yes,"1,105.52",Yes,No,APP,CTG+,PAULGAGN,,11/2/20
285,,,Cooktop - gas - Premium grade,0,Average,1,"1,036.88",0,"1,036.88",,85.63,1347.01,15,Percent,0,Yes,"1,347.01",Yes,No,APP,CTG++,PAULGAGN,,11/2/20
286,,,Cooktop - gas - Deluxe grade,0,Average,1,"1,537.94",0,"1,537.94",,134.2,2006.58,15,Percent,0,Yes,"2,006.58",Yes,No,APP,CTG+++,PAULGAGN,,11/2/20
287,,,Cooktop - mobile home,0,Average,1,306.81,0,306.81,,17.54,389.21,13,Percent,0,Yes,389.21,Yes,No,APP,CTM,PAULGAGN,,11/2/20
288,,,Cooktop - Detach & reset,0,Average,1,152.18,0,152.18,,0,182.62,0,Percent,0,Yes,182.62,Yes,No,APP,CTRS,PAULGAGN,,11/2/20
289,,,Dryer - Heavy commercial - 25-35 lb capacity,0,Average,1,"3,513.98",0,"3,513.98",,318.99,4599.57,13,Percent,0,Yes,"4,599.57",Yes,No,APP,DHC,PAULGAGN,,11/2/20
290,,,Dryer - Heavy commercial - 40-50 lb capacity,0,Average,1,"3,950.50",0,"3,950.50",,359.29,5171.75,13,Percent,0,Yes,"5,171.75",Yes,No,APP,DHC>,PAULGAGN,,11/2/20
291,,,Dryer - Heavy commercial - 60-75 lb capacity,0,Average,1,"4,284.04",0,"4,284.04",,391.63,5610.79,13,Percent,0,Yes,"5,610.79",Yes,No,APP,DHC>>,PAULGAGN,,11/2/20
292,,,Dryer - Heavy commercial - 120 lb capacity,0,Average,1,"8,321.51",0,"8,321.51",,777.5,10918.81,13,Percent,0,Yes,"10,918.81",Yes,No,APP,DHC>>>,PAULGAGN,,11/2/20
293,,,Dryer - Commercial - coin box,0,Average,1,167.49,0,167.49,,4.46,206.35,13,Percent,0,Yes,206.35,Yes,No,APP,DHCCB,PAULGAGN,,11/2/20
295,,,Dryer - Heavy commercial - Remove & reset - gas/electric,0,Average,1,259.81,0,259.81,,0,311.77,0,Percent,0,Yes,311.77,Yes,No,APP,DHCRS,PAULGAGN,,11/2/20
296,,,Dryer - Heavy commercial - stackable - 30-45 lb capacity,0,Average,1,"6,391.80",0,"6,391.80",,587.06,8374.64,13,Percent,0,Yes,"8,374.64",Yes,No,APP,DHCS,PAULGAGN,,11/2/20
297,,,Dryer - Light commercial,0,Average,1,752.04,0,752.04,,58.9,973.14,13,Percent,0,Yes,973.14,Yes,No,APP,DRYC,PAULGAGN,,11/2/20
