#,Group Code,Group Description,Desc,Age,Condition,Qty,Item Amount,Reported Cost,Unit Cost,Unit,Coverage,Activity,Worker's Wage,Labor burden,Labor Overhead,Material,Equipment,Market Conditions,Labor Minimum,Sales Tax,RCV,Life,Depreciation Type,Depreciation Amount,Recoverable,ACV,Tax,Replace,Cat,Sel,Owner,Original Vendor,Date
98,,,Motorcycle / Scooter / ATV helmet - Standard grade,0.00,Average,1.00,75.00,0.00,75.00,EA,,Replace,0.00,0.00,0.00,75.00,0.00,0.00,None,6.00,81,10.00,Percent,0.00,Yes,81.00,Yes,No,AMA,AMMH-,PAULGAGN,,11/2/2020
99,,,Motorcycle / Scooter / ATV helmet - High grade,0.00,Average,1.00,500.00,0.00,500.00,EA,,Replace,0.00,0.00,0.00,500.00,0.00,0.00,None,40.00,540,10.00,Percent,0.00,Yes,540.00,Yes,No,AMA,AMMH+,PAULGAGN,,11/2/2020
100,,,Vehicle tire - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,10.00,Percent,0.00,Yes,0.00,Yes,No,AMA,AMVT,PAULGAGN,,11/2/2020
101,,,Car bike carrier / rack,0.00,Average,1.00,200.00,0.00,200.00,EA,,Replace,0.00,0.00,0.00,200.00,0.00,0.00,None,16.00,216,10.00,Percent,0.00,Yes,216.00,Yes,No,AMA,BKC,PAULGAGN,,11/2/2020
102,,,Car bike carrier / rack - Standard grade,0.00,Average,1.00,70.00,0.00,70.00,EA,,Replace,0.00,0.00,0.00,70.00,0.00,0.00,None,5.60,75.6,10.00,Percent,0.00,Yes,75.60,Yes,No,AMA,BKC-,PAULGAGN,,11/2/2020
103,,,Car bike carrier / rack - High grade,0.00,Average,1.00,450.00,0.00,450.00,EA,,Replace,0.00,0.00,0.00,450.00,0.00,0.00,None,36.00,486,10.00,Percent,0.00,Yes,486.00,Yes,No,AMA,BKC+,PAULGAGN,,11/2/2020
104,,,Keychain,0.00,Average,1.00,9.00,0.00,9.00,EA,,Replace,0.00,0.00,0.00,9.00,0.00,0.00,None,0.72,9.72,10.00,Percent,0.00,Yes,9.72,Yes,No,AMA,KCH,PAULGAGN,,11/2/2020
105,,,Keychain - Standard grade,0.00,Average,1.00,4.00,0.00,4.00,EA,,Replace,0.00,0.00,0.00,4.00,0.00,0.00,None,0.32,4.32,10.00,Percent,0.00,Yes,4.32,Yes,No,AMA,KCH-,PAULGAGN,,11/2/2020
106,,,Keychain - High grade,0.00,Average,1.00,22.00,0.00,22.00,EA,,Replace,0.00,0.00,0.00,22.00,0.00,0.00,None,1.76,23.76,10.00,Percent,0.00,Yes,23.76,Yes,No,AMA,KCH+,PAULGAGN,,11/2/2020
107,,,Restore and repair - AMA - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,AMA,RSTR,PAULGAGN,,11/2/2020
108,,,Truck tool box,0.00,Average,1.00,350.00,0.00,350.00,EA,,Replace,0.00,0.00,0.00,350.00,0.00,0.00,None,28.00,378,10.00,Percent,0.00,Yes,378.00,Yes,No,AMA,TBTB,PAULGAGN,,11/2/2020
109,,,Truck tool box - Standard grade,0.00,Average,1.00,195.00,0.00,195.00,EA,,Replace,0.00,0.00,0.00,195.00,0.00,0.00,None,15.60,210.6,10.00,Percent,0.00,Yes,210.60,Yes,No,AMA,TBTB-,PAULGAGN,,11/2/2020
110,,,Truck tool box - High grade,0.00,Average,1.00,600.00,0.00,600.00,EA,,Replace,0.00,0.00,0.00,600.00,0.00,0.00,None,48.00,648,10.00,Percent,0.00,Yes,648.00,Yes,No,AMA,TBTB+,PAULGAGN,,11/2/2020
111,,,Tie-down,0.00,Average,1.00,18.00,0.00,18.00,EA,,Replace,0.00,0.00,0.00,18.00,0.00,0.00,None,1.44,19.44,10.00,Percent,0.00,Yes,19.44,Yes,No,AMA,TDRS,PAULGAGN,,11/2/2020
112,,,Tie-down / Bungee - Standard grade,0.00,Average,1.00,9.00,0.00,9.00,EA,,Replace,0.00,0.00,0.00,9.00,0.00,0.00,None,0.72,9.72,10.00,Percent,0.00,Yes,9.72,Yes,No,AMA,TDRS-,PAULGAGN,,11/2/2020
113,,,Tie-down - High grade,0.00,Average,1.00,45.00,0.00,45.00,EA,,Replace,0.00,0.00,0.00,45.00,0.00,0.00,None,3.60,48.6,10.00,Percent,0.00,Yes,48.60,Yes,No,AMA,TDRS+,PAULGAGN,,11/2/2020
114,,,Open utility trailer <16',0.00,Average,1.00,"1,300.00",0.00,"1,300.00",EA,,Replace,0.00,0.00,0.00,"1,300.00",0.00,0.00,None,104.00,1404,20.00,Percent,0.00,Yes,"1,404.00",Yes,No,AMA,TRLO,PAULGAGN,,11/2/2020
115,,,Open utility trailer <16' - Standard grade,0.00,Average,1.00,580.00,0.00,580.00,EA,,Replace,0.00,0.00,0.00,580.00,0.00,0.00,None,46.40,626.4,20.00,Percent,0.00,Yes,626.40,Yes,No,AMA,TRLO-,PAULGAGN,,11/2/2020
116,,,Open utility trailer <16' - High grade,0.00,Average,1.00,"2,650.00",0.00,"2,650.00",EA,,Replace,0.00,0.00,0.00,"2,650.00",0.00,0.00,None,212.00,2862,20.00,Percent,0.00,Yes,"2,862.00",Yes,No,AMA,TRLO+,PAULGAGN,,11/2/2020
117,,,Antique firearm - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,ANT,AGUN,PAULGAGN,,11/2/2020
118,,,Antique book - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,ANT,BOOK,PAULGAGN,,11/2/2020
119,,,Antique furniture - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,ANT,FURN,PAULGAGN,,11/2/2020
120,,,Window air conditioner/heater,0.00,Average,1.00,275.00,0.00,275.00,EA,,Replace,0.00,0.00,0.00,275.00,0.00,0.00,None,22.00,297,10.00,Percent,0.00,Yes,297.00,Yes,No,APM,ACWA,PAULGAGN,,11/2/2020
121,,,Portable air conditioner,0.00,Average,1.00,399.99,0.00,399.99,EA,,Replace,0.00,0.00,0.00,399.99,0.00,0.00,None,32.00,431.99,10.00,Percent,0.00,Yes,431.99,Yes,No,APM,ACPT,PAULGAGN,,11/2/2020
122,,,Portable air conditioner - Standard grade,0.00,Average,1.00,265.00,0.00,265.00,EA,,Replace,0.00,0.00,0.00,265.00,0.00,0.00,None,21.20,286.2,10.00,Percent,0.00,Yes,286.20,Yes,No,APM,ACPT-,PAULGAGN,,11/2/2020
123,,,Portable air conditioner - High grade,0.00,Average,1.00,600.00,0.00,600.00,EA,,Replace,0.00,0.00,0.00,600.00,0.00,0.00,None,48.00,648,10.00,Percent,0.00,Yes,648.00,Yes,No,APM,ACPT+,PAULGAGN,,11/2/2020
124,,,Window air conditioner/heater - Standard grade,0.00,Average,1.00,175.00,0.00,175.00,EA,,Replace,0.00,0.00,0.00,175.00,0.00,0.00,None,14.00,189,10.00,Percent,0.00,Yes,189.00,Yes,No,APM,ACWA-,PAULGAGN,,11/2/2020
125,,,Window air conditioner/heater - High grade,0.00,Average,1.00,468.00,0.00,468.00,EA,,Replace,0.00,0.00,0.00,468.00,0.00,0.00,None,37.44,505.44,10.00,Percent,0.00,Yes,505.44,Yes,No,APM,ACWA+,PAULGAGN,,11/2/2020
126,,,Window air conditioner/heater - Premium grade,0.00,Average,1.00,650.00,0.00,650.00,EA,,Replace,0.00,0.00,0.00,650.00,0.00,0.00,None,52.00,702,10.00,Percent,0.00,Yes,702.00,Yes,No,APM,ACWA++,PAULGAGN,,11/2/2020
127,,,Appearance allowance - APM - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,0.00,Percent,0.00,Yes,0.00,Yes,No,APM,ALLOW,PAULGAGN,,11/2/2020
128,,,Major appliances - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,10.00,Percent,0.00,Yes,0.00,Yes,No,APM,APM,PAULGAGN,,11/2/2020
129,,,Electric ranges / Ovens - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,13.00,Percent,0.00,Yes,0.00,Yes,No,APM,APMER,PAULGAGN,,11/2/2020
130,,,Gas ranges / Ovens - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,15.00,Percent,0.00,Yes,0.00,Yes,No,APM,APMGR,PAULGAGN,,11/2/2020
131,,,Icemakers - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,13.00,Percent,0.00,Yes,0.00,Yes,No,APM,APMI,PAULGAGN,,11/2/2020
132,,,Refrigerators - Enter price,0.00,Average,1.00,0.00,0.00,0.00,EA,,Replace,0.00,0.00,0.00,0.00,0.00,0.00,None,0.00,0,14.00,Percent,0.00,Yes,0.00,Yes,No,APM,APMR,PAULGAGN,,11/2/2020
133,,,Dryer - Electric,0.00,Average,1.00,780.00,0.00,780.00,EA,,Replace,0.00,0.00,0.00,780.00,0.00,0.00,None,62.40,842.4,10.00,Percent,0.00,Yes,842.40,Yes,No,APM,DRYE,PAULGAGN,,11/2/2020
134,,,Dryer - Electric - Standard grade,0.00,Average,1.00,515.00,0.00,515.00,EA,,Replace,0.00,0.00,0.00,515.00,0.00,0.00,None,41.20,556.2,10.00,Percent,0.00,Yes,556.20,Yes,No,APM,DRYE-,PAULGAGN,,11/2/2020
135,,,Dryer - Electric - High grade,0.00,Average,1.00,980.00,0.00,980.00,EA,,Replace,0.00,0.00,0.00,980.00,0.00,0.00,None,78.40,1058.4,10.00,Percent,0.00,Yes,"1,058.40",Yes,No,APM,DRYE+,PAULGAGN,,11/2/2020
136,,,Dryer - Electric - Premium grade,0.00,Average,1.00,"1,152.00",0.00,"1,152.00",EA,,Replace,0.00,0.00,0.00,"1,152.00",0.00,0.00,None,92.16,1244.16,10.00,Percent,0.00,Yes,"1,244.16",Yes,No,APM,DRYE++,PAULGAGN,,11/2/2020
137,,,Dryer - Electric - Deluxe grade,0.00,Average,1.00,"1,500.00",0.00,"1,500.00",EA,,Replace,0.00,0.00,0.00,"1,500.00",0.00,0.00,None,120.00,1620,10.00,Percent,0.00,Yes,"1,620.00",Yes,No,APM,DRYE+++,PAULGAGN,,11/2/2020
138,,,Dryer - Gas,0.00,Average,1.00,810.00,0.00,810.00,EA,,Replace,0.00,0.00,0.00,810.00,0.00,0.00,None,64.80,874.8,10.00,Percent,0.00,Yes,874.80,Yes,No,APM,DRYG,PAULGAGN,,11/2/2020
139,,,Dryer - Gas - Standard grade,0.00,Average,1.00,600.00,0.00,600.00,EA,,Replace,0.00,0.00,0.00,600.00,0.00,0.00,None,48.00,648,10.00,Percent,0.00,Yes,648.00,Yes,No,APM,DRYG-,PAULGAGN,,11/2/2020
140,,,Dryer - Gas - High grade,0.00,Average,1.00,"1,050.00",0.00,"1,050.00",EA,,Replace,0.00,0.00,0.00,"1,050.00",0.00,0.00,None,84.00,1134,10.00,Percent,0.00,Yes,"1,134.00",Yes,No,APM,DRYG+,PAULGAGN,,11/2/2020
141,,,Dryer - Gas - Premium grade,0.00,Average,1.00,"1,250.00",0.00,"1,250.00",EA,,Replace,0.00,0.00,0.00,"1,250.00",0.00,0.00,None,100.00,1350,10.00,Percent,0.00,Yes,"1,350.00",Yes,No,APM,DRYG++,PAULGAGN,,11/2/2020
142,,,Dryer - Gas - Deluxe grade,0.00,Average,1.00,"1,499.00",0.00,"1,499.00",EA,,Replace,0.00,0.00,0.00,"1,499.00",0.00,0.00,None,119.92,1618.92,10.00,Percent,0.00,Yes,"1,618.92",Yes,No,APM,DRYG+++,PAULGAGN,,11/2/2020
143,,,Dishwasher - Portable,0.00,Average,1.00,350.00,0.00,350.00,EA,,Replace,0.00,0.00,0.00,350.00,0.00,0.00,None,28.00,378,9.00,Percent,0.00,Yes,378.00,Yes,No,APM,DWPORT,PAULGAGN,,11/2/2020
144,,,Dishwasher - Portable - Standard grade,0.00,Average,1.00,250.00,0.00,250.00,EA,,Replace,0.00,0.00,0.00,250.00,0.00,0.00,None,20.00,270,9.00,Percent,0.00,Yes,270.00,Yes,No,APM,DWPORT-,PAULGAGN,,11/2/2020
145,,,Dishwasher - Portable - High grade,0.00,Average,1.00,599.00,0.00,599.00,EA,,Replace,0.00,0.00,0.00,599.00,0.00,0.00,None,47.92,646.92,9.00,Percent,0.00,Yes,646.92,Yes,No,APM,DWPORT+,PAULGAGN,,11/2/2020
146,,,Freezer - Chest,0.00,Average,1.00,275.00,0.00,275.00,EA,,Replace,0.00,0.00,0.00,275.00,0.00,0.00,None,22.00,297,10.00,Percent,0.00,Yes,297.00,Yes,No,APM,FREC,PAULGAGN,,11/2/2020
147,,,Freezer - Chest - Standard grade,0.00,Average,1.00,170.00,0.00,170.00,EA,,Replace,0.00,0.00,0.00,170.00,0.00,0.00,None,13.60,183.6,10.00,Percent,0.00,Yes,183.60,Yes,No,APM,FREC-,PAULGAGN,,11/2/2020
148,,,Freezer - Chest - High grade,0.00,Average,1.00,425.00,0.00,425.00,EA,,Replace,0.00,0.00,0.00,425.00,0.00,0.00,None,34.00,459,10.00,Percent,0.00,Yes,459.00,Yes,No,APM,FREC+,PAULGAGN,,11/2/2020
149,,,Freezer - Chest - Premium grade,0.00,Average,1.00,625.00,0.00,625.00,EA,,Replace,0.00,0.00,0.00,625.00,0.00,0.00,None,50.00,675,10.00,Percent,0.00,Yes,675.00,Yes,No,APM,FREC++,PAULGAGN,,11/2/2020
150,,,Freezer - Chest - Deluxe grade,0.00,Average,1.00,900.00,0.00,900.00,EA,,Replace,0.00,0.00,0.00,900.00,0.00,0.00,None,72.00,972,10.00,Percent,0.00,Yes,972.00,Yes,No,APM,FREC+++,PAULGAGN,,11/2/2020
151,,,Freezer - Upright,0.00,Average,1.00,625.00,0.00,625.00,EA,,Replace,0.00,0.00,0.00,625.00,0.00,0.00,None,50.00,675,10.00,Percent,0.00,Yes,675.00,Yes,No,APM,FREU,PAULGAGN,,11/2/2020
152,,,Freezer - Upright - Standard grade,0.00,Average,1.00,310.00,0.00,310.00,EA,,Replace,0.00,0.00,0.00,310.00,0.00,0.00,None,24.80,334.8,10.00,Percent,0.00,Yes,334.80,Yes,No,APM,FREU-,PAULGAGN,,11/2/2020
153,,,Freezer - Upright - High grade,0.00,Average,1.00,785.00,0.00,785.00,EA,,Replace,0.00,0.00,0.00,785.00,0.00,0.00,None,62.80,847.8,10.00,Percent,0.00,Yes,847.80,Yes,No,APM,FREU+,PAULGAGN,,11/2/2020
154,,,Freezer - Upright - Premium grade,0.00,Average,1.00,900.00,0.00,900.00,EA,,Replace,0.00,0.00,0.00,900.00,0.00,0.00,None,72.00,972,10.00,Percent,0.00,Yes,972.00,Yes,No,APM,FREU++,PAULGAGN,,11/2/2020
155,,,Freezer - Upright - Deluxe grade,0.00,Average,1.00,"1,250.00",0.00,"1,250.00",EA,,Replace,0.00,0.00,0.00,"1,250.00",0.00,0.00,None,100.00,1350,10.00,Percent,0.00,Yes,"1,350.00",Yes,No,APM,FREU+++,PAULGAGN,,11/2/2020
156,,,Refrigerator - top freezer - 14 to 18 cf,0.00,Average,1.00,591.00,0.00,591.00,EA,,Replace,0.00,0.00,0.00,591.00,0.00,0.00,None,47.28,638.28,14.00,Percent,0.00,Yes,638.28,Yes,No,APM,RF14,PAULGAGN,,11/2/2020
157,,,Refrigerator - top freezer - 14 to 18 cf - Standard grade,0.00,Average,1.00,533.00,0.00,533.00,EA,,Replace,0.00,0.00,0.00,533.00,0.00,0.00,None,42.64,575.64,14.00,Percent,0.00,Yes,575.64,Yes,No,APM,RF14-,PAULGAGN,,11/2/2020
158,,,Refrigerator - top freezer - 14 to 18 cf - High grade,0.00,Average,1.00,711.66,0.00,711.66,EA,,Replace,0.00,0.00,0.00,711.66,0.00,0.00,None,56.93,768.59,14.00,Percent,0.00,Yes,768.59,Yes,No,APM,RF14+,PAULGAGN,,11/2/2020
159,,,Refrigerator - top freezer - 14 to 18 cf - Premium grade,0.00,Average,1.00,930.00,0.00,930.00,EA,,Replace,0.00,0.00,0.00,930.00,0.00,0.00,None,74.40,1004.4,14.00,Percent,0.00,Yes,"1,004.40",Yes,No,APM,RF14++,PAULGAGN,,11/2/2020
160,,,Refrigerator - top freezer - 18 to 22 cf,0.00,Average,1.00,739.00,0.00,739.00,EA,,Replace,0.00,0.00,0.00,739.00,0.00,0.00,None,59.12,798.12,14.00,Percent,0.00,Yes,798.12,Yes,No,APM,RF18,PAULGAGN,,11/2/2020
161,,,Refrigerator - top freezer - 18 to 22 cf - Standard grade,0.00,Average,1.00,599.00,0.00,599.00,EA,,Replace,0.00,0.00,0.00,599.00,0.00,0.00,None,47.92,646.92,14.00,Percent,0.00,Yes,646.92,Yes,No,APM,RF18-,PAULGAGN,,11/2/2020
162,,,Refrigerator - top freezer - 18 to 22 cf - High grade,0.00,Average,1.00,843.42,0.00,843.42,EA,,Replace,0.00,0.00,0.00,843.42,0.00,0.00,None,67.47,910.89,14.00,Percent,0.00,Yes,910.89,Yes,No,APM,RF18+,PAULGAGN,,11/2/2020
163,,,Refrigerator - top freezer - 18 to 22 cf - Premium grade,0.00,Average,1.00,"1,112.28",0.00,"1,112.28",EA,,Replace,0.00,0.00,0.00,"1,112.28",0.00,0.00,None,88.98,1201.26,14.00,Percent,0.00,Yes,"1,201.26",Yes,No,APM,RF18++,PAULGAGN,,11/2/2020
164,,,Refrigerator - top freezer - 22 to 24 cf,0.00,Average,1.00,850.00,0.00,850.00,EA,,Replace,0.00,0.00,0.00,850.00,0.00,0.00,None,68.00,918,14.00,Percent,0.00,Yes,918.00,Yes,No,APM,RF22,PAULGAGN,,11/2/2020
165,,,Refrigerator - top freezer - 22 to 24 cf - Standard grade,0.00,Average,1.00,760.00,0.00,760.00,EA,,Replace,0.00,0.00,0.00,760.00,0.00,0.00,None,60.80,820.8,14.00,Percent,0.00,Yes,820.80,Yes,No,APM,RF22-,PAULGAGN,,11/2/2020
166,,,Refrigerator - top freezer - 22 to 24 cf - High grd,0.00,Average,1.00,975.00,0.00,975.00,EA,,Replace,0.00,0.00,0.00,975.00,0.00,0.00,None,78.00,1053,14.00,Percent,0.00,Yes,"1,053.00",Yes,No,APM,RF22+,PAULGAGN,,11/2/2020
167,,,Refrigerator - top freezer - 22 to 24 cf - Premium grade,0.00,Average,1.00,"1,100.00",0.00,"1,100.00",EA,,Replace,0.00,0.00,0.00,"1,100.00",0.00,0.00,None,88.00,1188,14.00,Percent,0.00,Yes,"1,188.00",Yes,No,APM,RF22++,PAULGAGN,,11/2/2020
168,,,Refrigerator - top freezer - 24 to 26 cf,0.00,Average,1.00,"1,099.00",0.00,"1,099.00",EA,,Replace,0.00,0.00,0.00,"1,099.00",0.00,0.00,None,87.92,1186.92,14.00,Percent,0.00,Yes,"1,186.92",Yes,No,APM,RF25,PAULGAGN,,11/2/2020
169,,,Refrigerator - top freezer - 24 to 26 cf - Standard grade,0.00,Average,1.00,889.00,0.00,889.00,EA,,Replace,0.00,0.00,0.00,889.00,0.00,0.00,None,71.12,960.12,14.00,Percent,0.00,Yes,960.12,Yes,No,APM,RF25-,PAULGAGN,,11/2/2020
170,,,Refrigerator - top freezer - 24 to 26 cf - High grade,0.00,Average,1.00,"1,384.00",0.00,"1,384.00",EA,,Replace,0.00,0.00,0.00,"1,384.00",0.00,0.00,None,110.72,1494.72,14.00,Percent,0.00,Yes,"1,494.72",Yes,No,APM,RF25+,PAULGAGN,,11/2/2020
171,,,Refrigerator - top freezer - 24 to 26 cf - Premium grade,0.00,Average,1.00,"1,904.00",0.00,"1,904.00",EA,,Replace,0.00,0.00,0.00,"1,904.00",0.00,0.00,None,152.32,2056.32,14.00,Percent,0.00,Yes,"2,056.32",Yes,No,APM,RF25++,PAULGAGN,,11/2/2020
172,,,Refrigerator - top freezer - 24 to 26 cf - Deluxe grade,0.00,Average,1.00,"1,989.98",0.00,"1,989.98",EA,,Replace,0.00,0.00,0.00,"1,989.98",0.00,0.00,None,159.20,2149.18,14.00,Percent,0.00,Yes,"2,149.18",Yes,No,APM,RF25+++,PAULGAGN,,11/2/2020
173,,,Refrigerator - bottom freezer - 18 to 22 cf,0.00,Average,1.00,"1,350.00",0.00,"1,350.00",EA,,Replace,0.00,0.00,0.00,"1,350.00",0.00,0.00,None,108.00,1458,14.00,Percent,0.00,Yes,"1,458.00",Yes,No,APM,RFB18,PAULGAGN,,11/2/2020
174,,,Refrigerator - bottom freezer - 18 to 22 cf - Standard grd,0.00,Average,1.00,989.00,0.00,989.00,EA,,Replace,0.00,0.00,0.00,989.00,0.00,0.00,None,79.12,1068.12,14.00,Percent,0.00,Yes,"1,068.12",Yes,No,APM,RFB18-,PAULGAGN,,11/2/2020
175,,,Refrigerator - bottom freezer - 18 to 22 cf - High grade,0.00,Average,1.00,"1,850.00",0.00,"1,850.00",EA,,Replace,0.00,0.00,0.00,"1,850.00",0.00,0.00,None,148.00,1998,14.00,Percent,0.00,Yes,"1,998.00",Yes,No,APM,RFB18+,PAULGAGN,,11/2/2020
176,,,Refrigerator - bottom freezer - 18 to 22 cf - Premium grd,0.00,Average,1.00,"2,600.00",0.00,"2,600.00",EA,,Replace,0.00,0.00,0.00,"2,600.00",0.00,0.00,None,208.00,2808,14.00,Percent,0.00,Yes,"2,808.00",Yes,No,APM,RFB18++,PAULGAGN,,11/2/2020
177,,,Refrigerator - bottom freezer - 22 to 25 cf,0.00,Average,1.00,"1,950.00",0.00,"1,950.00",EA,,Replace,0.00,0.00,0.00,"1,950.00",0.00,0.00,None,156.00,2106,14.00,Percent,0.00,Yes,"2,106.00",Yes,No,APM,RFB22,PAULGAGN,,11/2/2020
178,,,Refrigerator - bottom freezer - 22 to 25 cf - Standard grd,0.00,Average,1.00,"1,200.00",0.00,"1,200.00",EA,,Replace,0.00,0.00,0.00,"1,200.00",0.00,0.00,None,96.00,1296,14.00,Percent,0.00,Yes,"1,296.00",Yes,No,APM,RFB22-,PAULGAGN,,11/2/2020
179,,,Refrigerator - bottom freezer - 22 to 25 cf - High grade,0.00,Average,1.00,"2,500.00",0.00,"2,500.00",EA,,Replace,0.00,0.00,0.00,"2,500.00",0.00,0.00,None,200.00,2700,14.00,Percent,0.00,Yes,"2,700.00",Yes,No,APM,RFB22+,PAULGAGN,,11/2/2020
180,,,Refrigerator - bottom freezer - 22 to 25 cf - Premium grd,0.00,Average,1.00,"2,900.00",0.00,"2,900.00",EA,,Replace,0.00,0.00,0.00,"2,900.00",0.00,0.00,None,232.00,3132,14.00,Percent,0.00,Yes,"3,132.00",Yes,No,APM,RFB22++,PAULGAGN,,11/2/2020
181,,,Refrigerator - bottom freezer - 25 to 30 cf,0.00,Average,1.00,"1,972.00",0.00,"1,972.00",EA,,Replace,0.00,0.00,0.00,"1,972.00",0.00,0.00,None,157.76,2129.76,14.00,Percent,0.00,Yes,"2,129.76",Yes,No,APM,RFB25,PAULGAGN,,11/2/2020
182,,,Refrigerator - bottom freezer - 25 to 30 cf - Standard grd,0.00,Average,1.00,"1,523.00",0.00,"1,523.00",EA,,Replace,0.00,0.00,0.00,"1,523.00",0.00,0.00,None,121.84,1644.84,14.00,Percent,0.00,Yes,"1,644.84",Yes,No,APM,RFB25-,PAULGAGN,,11/2/2020
183,,,Refrigerator - bottom freezer - 25 to 30 cf - High grade,0.00,Average,1.00,"2,499.00",0.00,"2,499.00",EA,,Replace,0.00,0.00,0.00,"2,499.00",0.00,0.00,None,199.92,2698.92,14.00,Percent,0.00,Yes,"2,698.92",Yes,No,APM,RFB25+,PAULGAGN,,11/2/2020
184,,,Refrigerator - bottom freezer - 25 to 30 cf - Premium grd,0.00,Average,1.00,"3,100.00",0.00,"3,100.00",EA,,Replace,0.00,0.00,0.00,"3,100.00",0.00,0.00,None,248.00,3348,14.00,Percent,0.00,Yes,"3,348.00",Yes,No,APM,RFB25++,PAULGAGN,,11/2/2020
185,,,Refrigerator - compact (undercounter),0.00,Average,1.00,300.00,0.00,300.00,EA,,Replace,0.00,0.00,0.00,300.00,0.00,0.00,None,24.00,324,14.00,Percent,0.00,Yes,324.00,Yes,No,APM,RFMI,PAULGAGN,,11/2/2020
186,,,Refrigerator - compact (undercounter) - Standard grade,0.00,Average,1.00,111.56,0.00,111.56,EA,,Replace,0.00,0.00,0.00,111.56,0.00,0.00,None,8.92,120.48,14.00,Percent,0.00,Yes,120.48,Yes,No,APM,RFMI-,PAULGAGN,,11/2/2020
187,,,Refrigerator - compact (undercounter) - High grade,0.00,Average,1.00,750.00,0.00,750.00,EA,,Replace,0.00,0.00,0.00,750.00,0.00,0.00,None,60.00,810,14.00,Percent,0.00,Yes,810.00,Yes,No,APM,RFMI+,PAULGAGN,,11/2/2020
188,,,Refrigerator - compact (undercounter) - Premium grade,0.00,Average,1.00,"1,200.00",0.00,"1,200.00",EA,,Replace,0.00,0.00,0.00,"1,200.00",0.00,0.00,None,96.00,1296,14.00,Percent,0.00,Yes,"1,296.00",Yes,No,APM,RFMI++,PAULGAGN,,11/2/2020
189,,,Refrigerator - side by side - 16 to 22 cf,0.00,Average,1.00,"1,309.99",0.00,"1,309.99",EA,,Replace,0.00,0.00,0.00,"1,309.99",0.00,0.00,None,104.80,1414.79,14.00,Percent,0.00,Yes,"1,414.79",Yes,No,APM,RFS18,PAULGAGN,,11/2/2020
190,,,Refrigerator - side by side - 16 to 22 cf - Standard grade,0.00,Average,1.00,938.00,0.00,938.00,EA,,Replace,0.00,0.00,0.00,938.00,0.00,0.00,None,75.04,1013.04,14.00,Percent,0.00,Yes,"1,013.04",Yes,No,APM,RFS18-,PAULGAGN,,11/2/2020
191,,,Refrigerator - side by side - 16 to 22 cf - High grade,0.00,Average,1.00,"1,850.00",0.00,"1,850.00",EA,,Replace,0.00,0.00,0.00,"1,850.00",0.00,0.00,None,148.00,1998,14.00,Percent,0.00,Yes,"1,998.00",Yes,No,APM,RFS18+,PAULGAGN,,11/2/2020
192,,,Refrigerator - side by side - 16 to 22 cf - Premium grade,0.00,Average,1.00,"2,700.00",0.00,"2,700.00",EA,,Replace,0.00,0.00,0.00,"2,700.00",0.00,0.00,None,216.00,2916,14.00,Percent,0.00,Yes,"2,916.00",Yes,No,APM,RFS18++,PAULGAGN,,11/2/2020
193,,,Refrigerator - side by side - 22 to 25 cf,0.00,Average,1.00,"1,457.59",0.00,"1,457.59",EA,,Replace,0.00,0.00,0.00,"1,457.59",0.00,0.00,None,116.61,1574.2,14.00,Percent,0.00,Yes,"1,574.20",Yes,No,APM,RFS22,PAULGAGN,,11/2/2020
194,,,Refrigerator - side by side - 22 to 25 cf - Standard grade,0.00,Average,1.00,"1,049.00",0.00,"1,049.00",EA,,Replace,0.00,0.00,0.00,"1,049.00",0.00,0.00,None,83.92,1132.92,14.00,Percent,0.00,Yes,"1,132.92",Yes,No,APM,RFS22-,PAULGAGN,,11/2/2020
